,Name,Type,Breed,Color,Sex,Size,Animal ID,Days in Shelter,Intake Type,Intake Subtype,Outcome Type,Intake Condition,Intake Jurisdiction,PredomBreed,PredomColor,DOB,IntakeDate,IntakeAge,IntakeAgeYrs
15549,MOCA,DOG,GERM SHEPHERD,BLACK/TAN,Spayed,LARGE,A338794,1,STRAY,FIELD,RETURN TO OWNER,HEALTHY,SANTA ROSA,GERM SHEPHERD,BLACK,2015-10-18,2018-05-03,928 days 00:00:00.000000000,2.54
15550,,CAT,DOMESTIC LH,ORANGE/WHITE,Spayed,SMALL,A352753,8,STRAY,FIELD,ADOPTION,TREATABLE/REHAB,SANTA ROSA,DOMESTIC LH,ORANGE,2004-05-18,2017-05-16,4746 days 00:00:00.000000000,13.0
15551,KANE,DOG,AMER BULLDOG/MIX,WHITE/BLACK,Male,MED,A239794,0,QUARANTINE,FIELD_OS,EUTHANIZE,UNTREATABLE,SANTA ROSA,BULLDOG,WHITE,,2015-04-21,,-1.0
15552,BLUE,DOG,AM PIT BULL TER,WHITE,Male,LARGE,A334354,10,QUARANTINE,FLD_STRAY,RETURN TO OWNER,HEALTHY,COUNTY,PIT BULL,WHITE,,2016-03-15,,-1.0
15553,DEMONIA,DOG,PIT BULL,WHITE/BROWN,Female,MED,A373849,5,CONFISCATE,FLD_HOSPTL,RETURN TO OWNER,HEALTHY,SANTA ROSA,PIT BULL,WHITE,2015-06-08,2018-06-08,1096 days 00:00:00.000000000,3.0
15554,*CINDER,CAT,DOMESTIC SH,BLK TABBY,Spayed,SMALL,A363888,27,STRAY,OVER THE COUNTER,ADOPTION,HEALTHY,SANTA ROSA,DOMESTIC SH,BLACK,2015-11-14,2017-11-05,722 days 00:00:00.000000000,1.98
15555,*LANA,DOG,CHIHUAHUA SH/MIX,TAN,Spayed,MED,A331537,69,STRAY,FIELD,TRANSFER,HEALTHY,SANTA ROSA,CHIHUAHUA,TAN,2009-03-11,2016-01-05,2491 days 00:00:00.000000000,6.82
15556,GARY,DOG,PIT BULL,BROWN/WHITE,Neutered,LARGE,A302431,26,STRAY,OVER THE COUNTER,ADOPTION,HEALTHY,SANTA ROSA,PIT BULL,BROWN,2009-02-06,2014-02-06,1826 days 00:00:00.000000000,5.0
15557,ELLY,DOG,PIT BULL,BLACK/WHITE,Spayed,LARGE,A283775,14,CONFISCATE,FLD_ARREST,RETURN TO OWNER,HEALTHY,SANTA ROSA,PIT BULL,BLACK,2011-12-18,2019-02-22,2623 days 00:00:00.000000000,7.19
15558,,CAT,DOMESTIC MH,TORTIE,Spayed,SMALL,A339304,13,STRAY,COMM CAT,RETURN TO OWNER,HEALTHY,SANTA ROSA,DOMESTIC MH,TORTIE,,2016-07-06,,-1.0
15559,,CAT,DOMESTIC SH,GRAY/WHITE,Unknown,SMALL,A362802,0,STRAY,OVER THE COUNTER,EUTHANIZE,UNKNOWN,COUNTY,DOMESTIC SH,GRAY,,2017-10-21,,-1.0
15560,PENNY,DOG,GERM SHEPHERD/MIX,BLACK/BROWN,Female,LARGE,A339554,14,OWNER SURRENDER,FIELD,EUTHANIZE,UNTREATABLE,COUNTY,GERM SHEPHERD,BLACK,2016-03-19,2017-03-15,361 days 00:00:00.000000000,0.99
15561,WILLOW,DOG,GREAT PYRENEES/MIX,WHITE,Spayed,X-LRG,A306864,12,STRAY,FIELD,ADOPTION,HEALTHY,COUNTY,GREAT PYRENEES,WHITE,2011-05-29,2014-05-17,1084 days 00:00:00.000000000,2.97
15562,ROCCO,DOG,AMERICAN STAFF/PIT BULL,BROWN,Neutered,LARGE,A088914,0,STRAY,FIELD,RETURN TO OWNER,HEALTHY,COUNTY,AMERICAN STAFF,BROWN,2003-01-01,2015-04-10,4482 days 00:00:00.000000000,12.28
15563,SENNA,CAT,DOMESTIC SH,ORG TABBY,Neutered,SMALL,A320100,46,CONFISCATE,FLD_HOSPTL,ADOPTION,HEALTHY,SANTA ROSA,DOMESTIC SH,ORANGE,2005-04-24,2015-04-14,3642 days 00:00:00.000000000,9.98
15564,GIZMO,CAT,DOMESTIC SH,BLACK/WHITE,Female,SMALL,A354501,1,STRAY,OVER THE COUNTER,RETURN TO OWNER,TREATABLE/REHAB,COUNTY,DOMESTIC SH,BLACK,,2017-06-27,,-1.0
15565,*BUSTER,DOG,GOLDEN RETR/AUST CATTLE DOG,BROWN,Neutered,LARGE,A346223,38,STRAY,FIELD,ADOPTION,HEALTHY,COUNTY,GOLDEN RETR,BROWN,2003-01-20,2016-12-13,5076 days 00:00:00.000000000,13.91
15566,*VENUS,DOG,DACHSHUND/CHIHUAHUA SH,RED,Spayed,TOY,A308002,75,STRAY,OVER THE COUNTER,ADOPTION,HEALTHY,SANTA ROSA,DACHSHUND,RED,2012-06-14,2014-06-14,730 days 00:00:00.000000000,2.0
15567,,CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,A366868,3,STRAY,COMM CAT,RETURN TO OWNER,UNKNOWN,COUNTY,DOMESTIC SH,BROWN,,2018-01-16,,-1.0
15568,SHY GIRL,DOG,AUST SHEPHERD/BOXER,BROWN/BLACK,Female,PUPPY,A386322,4,CONFISCATE,FLD_ARREST,RETURN TO OWNER,UNKNOWN,COUNTY,AUST SHEPHERD,BROWN,2019-02-01,2019-04-19,77 days 00:00:00.000000000,0.21
15569,BEAU,DOG,POINTER,LIVER TICK,Male,LARGE,A377184,0,STRAY,FIELD,RETURN TO OWNER,UNKNOWN,COUNTY,OTHER,OTHER,,2018-10-02,,-1.0
15570,*MANDY,DOG,CHIHUAHUA LH,TAN/WHITE,Spayed,SMALL,A317260,15,STRAY,FIELD,ADOPTION,HEALTHY,SANTA ROSA,CHIHUAHUA,TAN,2014-03-11,2015-02-27,353 days 00:00:00.000000000,0.97
15571,CAT 2,CAT,DOMESTIC SH,CALICO,Female,SMALL,A375781,0,STRAY,FIELD,EUTHANIZE,UNKNOWN,COUNTY,DOMESTIC SH,CALICO,,2018-09-04,,-1.0
15572,RIVER,DOG,BORDER COLLIE/MIX,BROWN/WHITE,Neutered,MED,A357023,1,STRAY,OVER THE COUNTER,RETURN TO OWNER,UNKNOWN,SANTA ROSA,BORDER COLLIE,BROWN,2008-08-18,2017-08-17,3286 days 00:00:00.000000000,9.0
15573,,CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,A349075,12,STRAY,COMM CAT,RETURN TO OWNER,HEALTHY,COUNTY,DOMESTIC SH,BROWN,,2017-03-03,,-1.0
15574,*KARI,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,A356562,14,STRAY,OVER THE COUNTER,ADOPTION,HEALTHY,COUNTY,DOMESTIC SH,BLACK,2017-06-05,2017-08-05,61 days 00:00:00.000000000,0.17
15575,,DOG,ROTTWEILER,BLACK/TAN,Unknown,PUPPY,A369464,1,STRAY,BORN_HERE,TRANSFER,UNKNOWN,SANTA ROSA,ROTTWEILER,BLACK,2018-03-18,2018-03-19,1 days 00:00:00.000000000,0.0
15576,,OTHER,ALPINE/MIX,BROWN/BLACK,Male,LARGE,A335873,16,STRAY,FIELD,TRANSFER,HEALTHY,COUNTY,OTHER,BROWN,,2016-04-19,,-1.0
15577,KATIE KAT,CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,KITTN,A308315,30,STRAY,OVER THE COUNTER,ADOPTION,HEALTHY,SANTA ROSA,DOMESTIC SH,BROWN,2014-04-25,2014-06-25,61 days 00:00:00.000000000,0.17
15578,*TERRANCE,CAT,DOMESTIC SH,GRAY/WHITE,Neutered,KITTN,A379667,7,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,HEALTHY,COUNTY,DOMESTIC SH,GRAY,2018-08-10,2018-11-10,92 days 00:00:00.000000000,0.25
15579,ROY,DOG,LABRADOR RETR/GERM SHEPHERD,BROWN/WHITE,Neutered,LARGE,A326685,2,STRAY,FIELD,RETURN TO OWNER,HEALTHY,COUNTY,LABRADOR RETR,BROWN,,2015-09-08,,-1.0
15580,*MINNIE,DOG,MALTESE/MIX,WHITE,Spayed,SMALL,A329355,21,STRAY,FIELD,ADOPTION,TREATABLE/REHAB,COUNTY,MALTESE,WHITE,2007-11-12,2015-10-30,2909 days 00:00:00.000000000,7.97
15581,JACK,DOG,LHASA APSO/MIX,WHITE/TAN,Neutered,TOY,A305901,4,STRAY,OVER THE COUNTER,RETURN TO OWNER,HEALTHY,WINDSOR,OTHER,WHITE,2011-04-25,2014-04-25,1096 days 00:00:00.000000000,3.0
15582,PJ,DOG,PUG,FAWN/BLACK,Spayed,SMALL,A370765,1,STRAY,FIELD,RETURN TO OWNER,UNKNOWN,WINDSOR,PUG,FAWN,2007-04-11,2018-04-10,4017 days 00:00:00.000000000,11.01
15583,LOLA,DOG,BORDER COLLIE,BLACK/WHITE,Spayed,MED,A308714,0,STRAY,MUN_SHELT,RETURN TO OWNER,HEALTHY,COUNTY,BORDER COLLIE,BLACK,,2017-05-02,,-1.0
15584,HOOCH,DOG,DOGUE DE BORDX/MIX,RED,Male,X-LRG,A309296,172,QUARANTINE,FLD_STRAY,EUTHANIZE,UNTREATABLE,COUNTY,OTHER,RED,,2016-06-27,,-1.0
15585,PENNY,DOG,AUST CATTLE DOG/MIX,RED,Spayed,MED,A348483,65,CONFISCATE,FLD_ARREST,ADOPTION,TREATABLE/MANAGEABLE,SANTA ROSA,AUST CATTLE DOG,RED,2006-04-16,2017-02-16,3959 days 00:00:00.000000000,10.85
15586,LEVI,DOG,PIT BULL,BLACK/WHITE,Neutered,PUPPY,A314960,17,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,HEALTHY,SANTA ROSA,PIT BULL,BLACK,2014-09-26,2014-12-16,81 days 00:00:00.000000000,0.22
15587,SMOKEY,DOG,PIT BULL,GRAY,Neutered,LARGE,A369313,52,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,HEALTHY,SANTA ROSA,PIT BULL,GRAY,2016-11-24,2018-04-25,517 days 00:00:00.000000000,1.42
15588,VAN,CAT,DOMESTIC SH,GRAY TABBY,Neutered,KITTN,A374949,8,STRAY,OVER THE COUNTER,ADOPTION,HEALTHY,WINDSOR,DOMESTIC SH,GRAY,2018-04-11,2018-07-25,105 days 00:00:00.000000000,0.29
15589,MINNIE,DOG,BOXER/MIX,BR BRINDLE/WHITE,Spayed,MED,A302597,2,STRAY,FIELD,RETURN TO OWNER,HEALTHY,COUNTY,BOXER,BROWN,2008-02-13,2014-02-11,2190 days 00:00:00.000000000,6.0
15590,GRADY,DOG,BORDER COLLIE/MIX,BLACK/WHITE,Neutered,MED,A336643,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,HEALTHY,COUNTY,BORDER COLLIE,BLACK,2007-05-05,2016-05-05,3288 days 00:00:00.000000000,9.01
15591,*GEORGE,CAT,DOMESTIC SH,LYNX PT,Neutered,SMALL,A347016,24,STRAY,FIELD,ADOPTION,TREATABLE/MANAGEABLE,SANTA ROSA,DOMESTIC SH,LYNX,2007-01-10,2017-01-10,3653 days 00:00:00.000000000,10.01
15592,,DOG,POODLE MIN/MIX,WHITE,Neutered,SMALL,A321610,25,STRAY,OVER THE COUNTER,TRANSFER,HEALTHY,SANTA ROSA,POODLE,WHITE,2014-06-03,2015-05-12,343 days 00:00:00.000000000,0.94
15593,*REBECCA,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,A323956,81,STRAY,BORN_HERE,ADOPTION,TREATABLE/REHAB,SANTA ROSA,DOMESTIC SH,BLACK,2015-07-03,2015-07-04,1 days 00:00:00.000000000,0.0
15594,,CAT,DOMESTIC SH,LYNX PT,Neutered,SMALL,A311226,4,STRAY,COMM CAT,RETURN TO OWNER,HEALTHY,WINDSOR,DOMESTIC SH,LYNX,2014-06-05,2014-09-05,92 days 00:00:00.000000000,0.25
15595,*ANDREW,DOG,REDBONE HOUND/MIX,BROWN/TAN,Neutered,LARGE,A323221,38,STRAY,OVER THE COUNTER,TRANSFER,HEALTHY,SANTA ROSA,OTHER,BROWN,2014-07-23,2015-06-23,335 days 00:00:00.000000000,0.92
15596,*FIONA,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,A385905,27,STRAY,OVER THE COUNTER,ADOPTION,HEALTHY,SANTA ROSA,DOMESTIC SH,BLACK,2017-10-11,2019-03-30,535 days 00:00:00.000000000,1.47
15597,PRECIOUS,CAT,DOMESTIC MH,GRAY,Neutered,MED,A295445,3,STRAY,OVER THE COUNTER,RETURN TO OWNER,TREATABLE/MANAGEABLE,COUNTY,DOMESTIC MH,GRAY,1992-04-28,2015-04-25,8397 days 00:00:00.000000000,23.01
15598,BLUE,DOG,SIBERIAN HUSKY,WHITE,Male,MED,A347376,1,CONFISCATE,FLD_CRUEL,RETURN TO OWNER,UNKNOWN,SANTA ROSA,SIBERIAN HUSKY,WHITE,2016-07-12,2017-08-25,409 days 00:00:00.000000000,1.12
15599,,CAT,DOMESTIC SH,BLACK/WHITE,Unknown,SMALL,A341744,8,STRAY,COMM CAT,RETURN TO OWNER,HEALTHY,COUNTY,DOMESTIC SH,BLACK,,2016-08-30,,-1.0
15600,LONI,DOG,LABRADOR RETR/MIX,BLACK,Spayed,MED,A307724,12,TRANSFER,PRIV_SHELT,ADOPTION,HEALTHY,COUNTY,LABRADOR RETR,BLACK,2013-09-17,2014-06-07,263 days 00:00:00.000000000,0.72
15601,BONNIE,DOG,ROTTWEILER/GERM SHEPHERD,BLACK/TAN,Female,LARGE,A314292,48,STRAY,FIELD,TRANSFER,HEALTHY,SANTA ROSA,ROTTWEILER,BLACK,2013-01-08,2014-11-26,687 days 00:00:00.000000000,1.88
15602,,CAT,DOMESTIC SH,BRN TABBY/WHITE,Unknown,SMALL,A328133,27,STRAY,OVER THE COUNTER,TRANSFER,HEALTHY,SANTA ROSA,DOMESTIC SH,BROWN,,2015-10-09,,-1.0
15603,,CAT,DOMESTIC LH,BLACK,Spayed,KITTN,A326257,5,STRAY,COMM CAT,RETURN TO OWNER,HEALTHY,COUNTY,DOMESTIC LH,BLACK,2015-03-26,2015-08-22,149 days 00:00:00.000000000,0.41
15604,,DOG,CHIHUAHUA SH,TAN,Female,SMALL,A377471,18,STRAY,FIELD,TRANSFER,UNKNOWN,SANTA ROSA,CHIHUAHUA,TAN,,2018-10-09,,-1.0
15605,*RINGO,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,A342605,6,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,HEALTHY,COUNTY,DOMESTIC SH,BLACK,2016-07-12,2016-09-22,72 days 00:00:00.000000000,0.2
15606,*PEE-WEE,DOG,LABRADOR RETR/MIX,YELLOW,Male,PUPPY,A364001,20,OWNER SURRENDER,OVER THE COUNTER,TRANSFER,UNKNOWN,COUNTY,LABRADOR RETR,YELLOW,2017-07-01,2017-11-11,133 days 00:00:00.000000000,0.36
15607,QUEEN,DOG,CANE CORSO/MIX,BROWN/WHITE,Spayed,LARGE,A345987,0,STRAY,FIELD,RETURN TO OWNER,HEALTHY,SANTA ROSA,OTHER,BROWN,2013-12-09,2016-12-09,1096 days 00:00:00.000000000,3.0
15608,,CAT,DOMESTIC SH,BRN TABBY,Female,SMALL,A374581,3,STRAY,FIELD,TRANSFER,TREATABLE/REHAB,COUNTY,DOMESTIC SH,BROWN,,2018-07-10,,-1.0
15609,ZENA,DOG,AMERICAN STAFF/PIT BULL,FAWN/WHITE,Spayed,LARGE,A040548,0,STRAY,FIELD,RETURN TO OWNER,HEALTHY,COUNTY,AMERICAN STAFF,FAWN,2005-01-01,2014-02-13,3330 days 00:00:00.000000000,9.12
15610,CHEEKS,CAT,DOMESTIC SH,BRN TABBY,Neutered,MED,A329743,13,STRAY,OVER THE COUNTER,RETURN TO OWNER,HEALTHY,WINDSOR,DOMESTIC SH,BROWN,2014-06-01,2015-11-18,535 days 00:00:00.000000000,1.47
15611,*SHERLOCK,DOG,PARSON RUSS TER/MIX,BLACK/WHITE,Neutered,SMALL,A329234,53,STRAY,FIELD,ADOPTION,HEALTHY,SANTA ROSA,PARSON RUSS TER,BLACK,2013-11-19,2015-10-26,706 days 00:00:00.000000000,1.93
15612,SCOOTER,DOG,FOX TERR SMOOTH/MIX,BLACK/WHITE,Neutered,TOY,A312423,1,STRAY,OVER THE COUNTER,RETURN TO OWNER,HEALTHY,COUNTY,FOX TERRIER,BLACK,1998-10-03,2014-10-02,5843 days 00:00:00.000000000,16.01
15613,,OTHER,HORSE,BROWN,Male,X-LRG,A337616,0,STRAY,FIELD,RETURN TO OWNER,HEALTHY,COUNTY,HORSE,BROWN,2010-05-26,2016-05-26,2192 days 00:00:00.000000000,6.01
15614,ZEPPELIN,CAT,DOMESTIC LH,BRN TABBY/WHITE,Neutered,SMALL,A324742,24,CONFISCATE,FLD_CRUEL,ADOPTION,HEALTHY,SANTA ROSA,DOMESTIC LH,BROWN,2013-07-30,2015-07-29,729 days 00:00:00.000000000,2.0
15615,*TACO BELL,CAT,DOMESTIC LH,BROWN/WHITE,Spayed,KITTN,A322481,61,OWNER SURRENDER,FIELD,ADOPTION,TREATABLE/MANAGEABLE,COUNTY,DOMESTIC LH,BROWN,2015-05-02,2015-05-28,26 days 00:00:00.000000000,0.07
15616,LUCY,CAT,DOMESTIC SH,GRAY,Spayed,SMALL,A316195,11,STRAY,OVER THE COUNTER,ADOPTION,HEALTHY,COUNTY,DOMESTIC SH,GRAY,2010-10-15,2015-01-27,1565 days 00:00:00.000000000,4.29
15617,,CAT,DOMESTIC SH,BLACK,Neutered,SMALL,A310861,6,STRAY,COMM CAT,RETURN TO OWNER,HEALTHY,WINDSOR,DOMESTIC SH,BLACK,2014-03-11,2014-08-29,171 days 00:00:00.000000000,0.47
15618,,CAT,DOMESTIC LH,ORANGE,Unknown,SMALL,A305318,2,STRAY,OVER THE COUNTER,TRANSFER,HEALTHY,SANTA ROSA,DOMESTIC LH,ORANGE,2010-04-13,2014-04-12,1460 days 00:00:00.000000000,4.0
15619,LAYLA,DOG,FRENCH BULLDOG/MIX,BROWN/WHITE,Spayed,SMALL,A322298,0,CONFISCATE,FLD_ARREST,RETURN TO OWNER,HEALTHY,SANTA ROSA,BULLDOG,BROWN,2013-05-21,2016-10-01,1229 days 00:00:00.000000000,3.37
15620,HOUDINI,DOG,BORDER COLLIE/MIX,BLACK/WHITE,Spayed,MED,A319651,56,STRAY,FIELD,ADOPTION,HEALTHY,COUNTY,BORDER COLLIE,BLACK,2014-07-09,2015-04-01,266 days 00:00:00.000000000,0.73
15621,LOUIE,CAT,DOMESTIC SH,BLK TABBY,Neutered,KITTN,A337161,2,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,HEALTHY,COUNTY,DOMESTIC SH,BLACK,2016-03-23,2016-05-18,56 days 00:00:00.000000000,0.15
15622,MOONY,CAT,DOMESTIC SH,BLACK,Spayed,SMALL,A301590,10,STRAY,OVER THE COUNTER,ADOPTION,HEALTHY,COUNTY,DOMESTIC SH,BLACK,2013-07-16,2014-01-15,183 days 00:00:00.000000000,0.5
15623,OZONE,DOG,AUST CATTLE DOG/PIT BULL,TAN/WHITE,Neutered,LARGE,A290114,14,QUARANTINE,FLD_STRAY,RETURN TO OWNER,UNKNOWN,SANTA ROSA,AUST CATTLE DOG,TAN,2010-12-28,2017-08-24,2431 days 00:00:00.000000000,6.66
15624,*TOOTSIE,DOG,DACHSHUND/CHIHUAHUA SH,BLACK/WHITE,Female,SMALL,A384144,26,STRAY,FIELD,TRANSFER,UNKNOWN,COUNTY,DACHSHUND,BLACK,2010-02-13,2019-02-01,3275 days 00:00:00.000000000,8.97
15625,*KATSU,CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,A349944,70,STRAY,BORN_HERE,ADOPTION,TREATABLE/REHAB,COUNTY,DOMESTIC SH,BROWN,2017-03-25,2017-03-25,0 days 00:00:00.000000000,0.0
15626,,CAT,DOMESTIC SH,GRAY,Spayed,SMALL,A309983,3,STRAY,COMM CAT,RETURN TO OWNER,TREATABLE/MANAGEABLE,SANTA ROSA,DOMESTIC SH,GRAY,2012-08-11,2014-08-09,728 days 00:00:00.000000000,1.99
15627,,CAT,DOMESTIC SH,BLACK,Male,KITTN,A353284,0,STRAY,OVER THE COUNTER,TRANSFER,TREATABLE/REHAB,COUNTY,DOMESTIC SH,BLACK,2017-04-11,2017-05-26,45 days 00:00:00.000000000,0.12
15628,DAYSI,DOG,SHIH TZU/MIX,WHITE,Female,SMALL,A379602,26,STRAY,FIELD,TRANSFER,UNKNOWN,COUNTY,SHIH TZU,WHITE,,2018-11-09,,-1.0
15629,BOW BOW,CAT,DOMESTIC SH,BLACK,Neutered,SMALL,A308155,1,STRAY,COMM CAT,RETURN TO OWNER,HEALTHY,COUNTY,DOMESTIC SH,BLACK,,2014-06-20,,-1.0
15630,*SHELDON,CAT,DOMESTIC SH,ORG TABBY/WHITE,Neutered,KITTN,A341138,51,STRAY,OVER THE COUNTER,ADOPTION,HEALTHY,SANTA ROSA,DOMESTIC SH,ORANGE,2016-03-24,2016-08-17,146 days 00:00:00.000000000,0.4
15631,OCEAN,DOG,PIT BULL,TAN,Spayed,LARGE,A341967,3,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,TREATABLE/MANAGEABLE,SANTA ROSA,PIT BULL,TAN,2013-09-23,2017-01-31,1226 days 00:00:00.000000000,3.36
15632,*DOUG,DOG,CHIHUAHUA SH,BROWN,Neutered,TOY,A365482,17,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,UNKNOWN,COUNTY,CHIHUAHUA,BROWN,2017-02-21,2017-12-12,294 days 00:00:00.000000000,0.81
15633,KOOKIE,DOG,PIT BULL,BLACK/WHITE,Spayed,MED,A233205,10,CONFISCATE,FLD_ARREST,RETURN TO OWNER,HEALTHY,*SONOMA,PIT BULL,BLACK,2008-01-02,2016-11-21,3246 days 00:00:00.000000000,8.89
15634,*MADELYN,CAT,DOMESTIC SH,GRAY,Spayed,SMALL,A341648,41,STRAY,COMM CAT,ADOPTION,HEALTHY,SANTA ROSA,DOMESTIC SH,GRAY,2014-09-29,2016-08-26,697 days 00:00:00.000000000,1.91
15635,DYNA,DOG,CHIHUAHUA SH/MIX,BLACK/TAN,Spayed,PUPPY,A332600,39,STRAY,FIELD,ADOPTION,TREATABLE/REHAB,SANTA ROSA,CHIHUAHUA,BLACK,2015-11-24,2016-02-01,69 days 00:00:00.000000000,0.19
15636,,CAT,DOMESTIC SH,BLACK,Unknown,KITTN,A374937,6,STRAY,OVER THE COUNTER,TRANSFER,UNKNOWN,COUNTY,DOMESTIC SH,BLACK,,2018-07-25,,0.5
15637,MACK,CAT,DOMESTIC SH,GRAY TABBY,Spayed,SMALL,A322771,5,STRAY,OVER THE COUNTER,RETURN TO OWNER,HEALTHY,SANTA ROSA,DOMESTIC SH,GRAY,2007-06-08,2015-06-08,2922 days 00:00:00.000000000,8.01
15638,LUCY,DOG,BORDER COLLIE,BLACK/WHITE,Female,SMALL,A369347,1,STRAY,FIELD,RETURN TO OWNER,UNKNOWN,COUNTY,BORDER COLLIE,BLACK,2017-09-12,2018-03-12,181 days 00:00:00.000000000,0.5
15639,,OTHER,TROPICAL,GRAY TIGER,Unknown,SMALL,A371064,6,STRAY,FIELD,ADOPTION,HEALTHY,COUNTY,OTHER,GRAY,,2018-04-21,,-1.0
15640,*ANNA,DOG,PARSON RUSS TER/MIX,TAN/WHITE,Spayed,SMALL,A373113,14,STRAY,FIELD,ADOPTION,HEALTHY,COUNTY,PARSON RUSS TER,TAN,2017-08-12,2018-05-30,291 days 00:00:00.000000000,0.8
15641,*LIBBY,DOG,PIT BULL/MIX,TAN/WHITE,Spayed,MED,A298061,129,STRAY,FIELD,ADOPTION,HEALTHY,COUNTY,PIT BULL,TAN,2011-10-12,2013-10-09,728 days 00:00:00.000000000,1.99
15642,DUCHESS,DOG,DACHSHUND/MIX,TRICOLOR,Spayed,TOY,A341311,28,CONFISCATE,FLD_HOSPTL,ADOPTION,HEALTHY,COUNTY,DACHSHUND,TRICOLOR,2016-01-31,2016-10-04,247 days 00:00:00.000000000,0.68
15643,,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,SMALL,A354714,7,STRAY,COMM CAT,RETURN TO OWNER,TREATABLE/MANAGEABLE,COUNTY,DOMESTIC SH,BLACK,2016-07-11,2017-07-06,360 days 00:00:00.000000000,0.99
15644,ACE,DOG,COLLIE ROUGH/MIX,TRICOLOR,Male,LARGE,A309316,1,STRAY,FIELD,RETURN TO OWNER,HEALTHY,SANTA ROSA,OTHER,TRICOLOR,,2014-07-23,,-1.0
15645,*SHEILA,DOG,PIT BULL,BLACK,Spayed,LARGE,A298914,150,STRAY,FIELD,ADOPTION,TREATABLE/REHAB,WINDSOR,PIT BULL,BLACK,2010-11-22,2013-10-30,1073 days 00:00:00.000000000,2.94
15646,BLACKIE,DOG,CHIHUAHUA SH,BLACK/TAN,Neutered,TOY,A330687,1,STRAY,FIELD,RETURN TO OWNER,HEALTHY,COUNTY,CHIHUAHUA,BLACK,2013-12-11,2015-12-11,730 days 00:00:00.000000000,2.0
15647,*FLOKI,CAT,DOMESTIC SH,GRAY TABBY,Neutered,KITTN,A307625,23,STRAY,COMM CAT,ADOPTION,TREATABLE/REHAB,COUNTY,DOMESTIC SH,GRAY,2014-04-20,2014-06-05,46 days 00:00:00.000000000,0.13
15648,LUCINDA,CAT,DOMESTIC MH,BRN TABBY,Spayed,SMALL,A343006,8,STRAY,OVER THE COUNTER,RETURN TO OWNER,HEALTHY,COUNTY,DOMESTIC MH,BROWN,,2016-09-29,,-1.0
15649,*MOLLIE,CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,A360552,11,STRAY,FIELD,ADOPTION,HEALTHY,SANTA ROSA,DOMESTIC SH,BROWN,2016-03-11,2017-09-01,539 days 00:00:00.000000000,1.48
15650,*SASHA,OTHER,RABBIT SH,WHITE,Spayed,SMALL,A347849,11,STRAY,FIELD,ADOPTION,TREATABLE/REHAB,SANTA ROSA,RABBIT,WHITE,2015-02-09,2017-01-30,721 days 00:00:00.000000000,1.98
15651,*TIMMY,CAT,DOMESTIC SH,GRAY,Neutered,SMALL,A374648,24,STRAY,COMM CAT,ADOPTION,HEALTHY,SANTA ROSA,DOMESTIC SH,GRAY,2018-05-31,2018-07-11,41 days 00:00:00.000000000,0.11
15652,,CAT,DOMESTIC SH,GRAY/WHITE,Male,SMALL,A347025,7,STRAY,OVER THE COUNTER,TRANSFER,HEALTHY,SANTA ROSA,DOMESTIC SH,GRAY,2015-01-10,2017-01-10,731 days 00:00:00.000000000,2.0
15653,*JERRY,CAT,DOMESTIC SH,ORG TABBY,Neutered,SMALL,A377486,17,STRAY,OVER THE COUNTER,ADOPTION,HEALTHY,SANTA ROSA,DOMESTIC SH,ORANGE,2018-05-18,2018-10-09,144 days 00:00:00.000000000,0.39
15654,LITTLE BLACK CAT,CAT,DOMESTIC SH,BLACK/BLACK,Neutered,SMALL,A347131,25,STRAY,FIELD,ADOPTION,TREATABLE/REHAB,SANTA ROSA,DOMESTIC SH,BLACK,2007-01-13,2017-01-13,3653 days 00:00:00.000000000,10.01
15655,,CAT,DOMESTIC MH,BRN TABBY/WHITE,Spayed,SMALL,A316664,10,STRAY,COMM CAT,RETURN TO OWNER,HEALTHY,COUNTY,DOMESTIC MH,BROWN,,2015-02-10,,-1.0
15656,BBQ,DOG,CHIHUAHUA SH,RED,Neutered,TOY,A305620,31,STRAY,OVER THE COUNTER,ADOPTION,HEALTHY,SANTA ROSA,CHIHUAHUA,RED,2006-09-09,2014-04-19,2779 days 00:00:00.000000000,7.61
