Name,Type,Breed,Color,Sex,Size,Date Of Birth,Impound Number,Kennel Number,Animal ID,Intake Date,Outcome Date,Days in Shelter,Intake Type,Intake Subtype,Outcome Type,Outcome Subtype,Intake Condition,Outcome Condition,Intake Jurisdiction,Outcome Jurisdiction,Outcome Zip Code,Location,Count,Zip Codes
,CAT,DOMESTIC MH,BLACK/WHITE,Spayed,KITTN,07/30/2014,K15-012622,CS06,A316296,01/30/2015,02/14/2015,15,CONFISCATE,FLD_CORONR,TRANSFER,FORGOTTEN,TREATABLE/MANAGEABLE,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
SOCKS,DOG,AMERICAN STAFF/PIT BULL,BLACK/WHITE,Spayed,LARGE,,K15-016190,DQ108,A029924,09/30/2015,10/08/2015,8,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,COUNTY,COUNTY,94952,"94952(38.236012, -122.730241)",1,11138
LAPKA,DOG,BORDER COLLIE/PIT BULL,BLACK/WHITE,Spayed,SMALL,08/04/2015,K15-016732,DA35,A329580,11/09/2015,11/24/2015,15,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,WINDSOR,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1,26075
STORM,DOG,GERM SHEPHERD/MIX,TAN,Spayed,MED,11/09/2016,K17-024054,DS90,A354205,06/22/2017,06/24/2017,2,STRAY,PHONE,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,COUNTY,COUNTY,95462,"95462(38.468829, -123.018829)",1,31029
MISSY,CAT,DOMESTIC LH,BLACK/WHITE,Spayed,SMALL,,K17-025973,CA03,A362792,10/21/2017,10/29/2017,8,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_MCHIP,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1,26080
CHAPO,DOG,PIT BULL,TAN/WHITE,Neutered,LARGE,02/11/2018,K19-031530,DQ116,A384552,02/25/2019,03/01/2019,4,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WALKIN,UNKNOWN,PENDING,COUNTY,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1,26075
,CAT,DOMESTIC SH,BLACK/WHITE,Female,KITTN,06/28/2016,K16-019775,TRUCK,A339533,07/13/2016,07/13/2016,0,STRAY,FIELD,TRANSFER,PETLUMA PP,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,COUNTY,94951,"94951(38.314417, -122.656863)",1,1844
OSO,DOG,GERM SHEPHERD,BLACK/TAN,Male,LARGE,12/25/2008,K18-028405,DS85,A372895,05/25/2018,05/26/2018,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1,26079
,OTHER,BAT,BROWN,Unknown,SMALL,,K16-018091,TRUCK,A334392,03/16/2016,03/16/2016,0,QUARANTINE,FLD_STRAY,TRANSFER,LAB FRA,UNKNOWN,PENDING,*PETALUMA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1,26080
*JELLY FLOP,OTHER,CALIFORNIAN/MIX,SEAL PT,Neutered,SMALL,11/13/2014,K14-011775,CA01,A313974,11/18/2014,05/07/2015,170,STRAY,FIELD,ADOPTION,INTERNET,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95405,"95405(38.439152, -122.672541)",1,26078
,OTHER,CHICKEN,BROWN,Male,SMALL,,K17-025889,LS03,A362681,10/17/2017,12/20/2017,64,STRAY,OVER THE COUNTER,TRANSFER,WESTFARM,UNKNOWN,HEALTHY,COUNTY,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1,26075
ESMERALDA,CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,KITTN,05/31/2016,K16-020263,LOBBY,A340764,08/12/2016,08/31/2016,19,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1,26080
*JENNY,DOG,SIBERIAN HUSKY/MIX,TAN/WHITE,Spayed,MED,07/16/2015,K16-018725,DA15,A336609,05/05/2016,06/30/2016,56,STRAY,FIELD,TRANSFER,HSIMC,TREATABLE/MANAGEABLE,HEALTHY,COUNTY,OUT OF COUNTY,95470,"95470(39.278782, -123.247219)",1,31037
,CAT,BENGAL,BRN TABBY,Neutered,SMALL,,K17-025640,SMM,A362446,10/10/2017,10/11/2017,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,UNKNOWN,HEALTHY,COUNTY,COUNTY,95448,"95448(38.618857, -122.861927)",1,31016
FRANNY,DOG,CHIHUAHUA SH/MIX,CREAM/WHITE,Spayed,SMALL,08/08/2012,K14-010174,DA06,A309906,08/08/2014,09/04/2014,27,STRAY,FIELD,ADOPTION,AD NWSPAPR,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95436,"95436(38.491884, -122.90672)",1,23747
SYMPHONY,CAT,DOMESTIC SH,GRAY TABBY/WHITE,Female,KITTN,07/24/2018,K18-030713,CA03,A380806,11/24/2018,11/27/2018,3,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95405,"95405(38.439152, -122.672541)",1,26078
*FIONA,CAT,DOMESTIC SH,BLK TABBY,Spayed,KITTN,08/03/2016,K16-020888,LOBBY,A342654,09/23/2016,11/30/2016,68,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,COUNTY,95472,"95472(38.394388, -122.850998)",1,31039
,CAT,DOMESTIC SH,GRAY TABBY,Spayed,SMALL,05/17/2015,K15-016441,CS06,A328627,10/17/2015,10/22/2015,5,STRAY,COMM CAT,RETURN TO OWNER,MEDICAL,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
,CAT,DOMESTIC SH,ORANGE/WHITE,Neutered,SMALL,,K15-014356,CS06,A322744,06/06/2015,06/13/2015,7,STRAY,COMM CAT,RETURN TO OWNER,COMMCAT,HEALTHY,HEALTHY,COUNTY,COUNTY,95407,"95407(38.403734, -122.736775)",1,26079
DAKOTA,DOG,POMERANIAN/MIX,WHITE/BLACK,Female,SMALL,,K16-019394,TRUCK,A338671,06/23/2016,06/23/2016,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1,26075
CLOEY,DOG,BORDER COLLIE,BLACK/WHITE,Spayed,MED,01/01/2006,K16-020763,DS76,A030997,09/15/2016,09/15/2016,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1,26080
BUDDY,DOG,LABRADOR RETR,YELLOW,Neutered,LARGE,,K14-008331,DS81,A225762,04/05/2014,04/08/2014,3,STRAY,FIELD,RETURN TO OWNER,RETURN TO OWNER,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
TIPPY,OTHER,PARAKEET,GREEN/YELLOW,Male,SMALL,,K14-008736,LOBBY,A306240,05/06/2014,05/06/2014,0,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
,CAT,DOMESTIC LH,BLACK,Female,KITTN,04/22/2014,K14-009078,CS06,A307479,05/31/2014,06/04/2014,4,STRAY,OVER THE COUNTER,TRANSFER,FORGOTTEN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
*PRIM,CAT,SIAMESE/MIX,WHITE/LILAC PT,Spayed,KITTN,08/14/2016,K16-021384,LOBBY,A344668,10/29/2016,11/12/2016,14,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1,26079
MO,DOG,LABRADOR RETR,YELLOW,Neutered,LARGE,,K16-017848,DI101,A309552,02/19/2016,02/23/2016,4,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,COUNTY,COUNTY,95421,"95421(38.610732, -123.200051)",1,23498
MR BUBBLES,DOG,BULLDOG,TRICOLOR,Male,MED,07/07/2013,K16-019747,DA27,A330268,07/12/2016,07/13/2016,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,COUNTY,COUNTY,95472,"95472(38.394388, -122.850998)",1,31039
,CAT,DOMESTIC SH,BROWN,Female,KITTN,,K18-028089,RECEIVING,A372085,05/01/2018,05/01/2018,0,STRAY,OVER THE COUNTER,TRANSFER,HSSC,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,COUNTY,95407,"95407(38.403734, -122.736775)",1,26079
BRONCO,DOG,CAIRN TERRIER/MIX,BROWN/GRAY,Neutered,TOY,,K19-031833,DS93,A385918,03/31/2019,,0,CONFISCATE,FLD_ARREST,,,UNKNOWN,,COUNTY,,,,1,
GHOST,DOG,SIBERIAN HUSKY,GRAY/WHITE,Male,MED,08/31/2015,K19-031774,DS65,A332192,03/26/2019,03/26/2019,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,UNKNOWN,PENDING,COUNTY,COUNTY,95476,"95476(38.280393, -122.464588)",1,31040
*GRACE,DOG,PIT BULL,WHITE/BLACK,Spayed,MED,09/26/2017,K19-031669,DA34,A384879,03/11/2019,,0,STRAY,FIELD,,,HEALTHY,,COUNTY,,,,1,
MAYA,DOG,POMERANIAN/CHIHUAHUA SH,RED,Spayed,SMALL,10/02/2004,K16-021732,DS50,A345748,11/30/2016,11/30/2016,0,STRAY,FIELD,RETURN TO OWNER,MEDICAL,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1,26080
PRECIOUS,DOG,CHIHUAHUA SH,BROWN,Spayed,SMALL,02/14/2014,K16-018119,DA44,A310304,03/17/2016,05/17/2016,61,CONFISCATE,FLD_ARREST,TRANSFER,PETLUMA PP,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,94951,"94951(38.314417, -122.656863)",1,1844
,DOG,AUST CATTLE DOG/MIX,WHITE/BLUE MERLE,Female,PUPPY,05/03/2017,K17-024466,TX,A355764,07/18/2017,07/25/2017,7,CONFISCATE,FLD_ARREST,TRANSFER,DOGWOOD,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
SUSIE,CAT,DOMESTIC SH,CALICO,Spayed,SMALL,03/30/2007,K16-021324,CA02,A209845,10/26/2016,11/08/2016,13,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,*HEALDSBURG,OUT OF COUNTY,95519,"95519(40.947237, -124.073351)",1,19624
*OLIVER,DOG,PIT BULL/MIX,TAN/WHITE,Neutered,PUPPY,10/08/2016,K18-027498,TRUCK,A345634,03/10/2018,03/10/2018,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,UNKNOWN,HEALTHY,COUNTY,WINDSOR,95492,"95492(38.541541, -122.809202)",1,31428
ZEPHYR,CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,06/10/2010,K15-014394,CS04,A322812,06/10/2015,07/02/2015,22,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1,26080
MAVERICK,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,03/07/2018,K18-027771,LOBBY,A370676,04/07/2018,05/02/2018,25,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1,26080
ANNIE,DOG,DACHSHUND/MIX,BROWN,Spayed,SMALL,04/24/2016,K16-020314,DA47,A341109,08/16/2016,08/26/2016,10,STRAY,FIELD,ADOPTION,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95492,"95492(38.541541, -122.809202)",1,31428
MOJAVE,CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,01/26/2013,K18-026970,CA02,A366771,01/10/2018,01/26/2018,16,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,WINDSOR,*CLOVERDALE,95425,"95425(38.790859, -123.010876)",1,23501
MINNIE,DOG,PUG,FAWN,Spayed,TOY,01/12/2016,K18-026987,DA01,A366799,01/12/2018,01/23/2018,11,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,*SEBASTOPOL,95472,"95472(38.394388, -122.850998)",1,31039
BEAR,DOG,BORDER TERRIER,TAN/BLACK,Male,MED,03/27/2011,K17-025268,TRUCK,A287156,09/11/2017,09/11/2017,0,STRAY,FIELD,RETURN TO OWNER,FLD_LIC,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95446,"95446(38.510032, -122.996796)",1,23755
OTTER,DOG,ROTTWEILER/MIX,RED/TAN,Female,LARGE,01/03/2009,K13-007017,DS72,A300092,12/14/2013,01/05/2014,22,STRAY,FIELD,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,SANTA ROSA,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1,26075
WILLIE,CAT,DOMESTIC SH,WHITE/BLACK,Neutered,SMALL,05/22/2016,K17-022394,CA02,A344149,01/31/2017,02/04/2017,4,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95404,"95404(38.458384, -122.675588)",1,26080
*TED,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,03/11/2016,K16-019526,LOBBY,A339148,07/01/2016,07/12/2016,11,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1,26080
*SPLASH,DOG,BORDER COLLIE,BLACK/WHITE,Female,MED,02/11/2012,K18-027247,DS86,A368068,02/10/2018,,0,CONFISCATE,FLD_CRUEL,,,UNKNOWN,,COUNTY,COUNTY,94952,"94952(38.236012, -122.730241)",1,11138
*MARKUS,CAT,DOMESTIC SH,GRAY TABBY,Neutered,KITTN,04/06/2015,K15-014485,WESTFARM,A323013,06/17/2015,07/02/2015,15,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1,26075
CHALULA,DOG,CHIHUAHUA SH,BROWN,Spayed,SMALL,07/24/2013,K18-029195,DS88,A374892,07/23/2018,07/24/2018,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_CALL,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1,26080
*ANNIKA,DOG,GERM SHEPHERD,BLACK,Spayed,LARGE,12/20/2014,K16-021684,DS58,A345653,11/23/2016,12/28/2016,35,STRAY,FIELD,TRANSFER,B A GERMAN,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,94947,"94947(38.098743, -122.592459)",1,1841
,CAT,DOMESTIC MH,BLACK/WHITE,Unknown,SMALL,,K14-007796,CS05,A303038,02/20/2014,02/21/2014,1,STRAY,OVER THE COUNTER,RETURN TO OWNER,RETURN TO OWNER,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
,CAT,DOMESTIC SH,BRN TABBY/WHITE,Unknown,KITTN,,K18-028494,RECEIVING,A373244,06/01/2018,06/01/2018,0,STRAY,OVER THE COUNTER,TRANSFER,HSSC,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,COUNTY,95407,"95407(38.403734, -122.736775)",1,26079
*PHIL,DOG,MALTESE/MIX,WHITE/TAN,Neutered,SMALL,04/05/2014,K18-027748,DA47,A370632,04/05/2018,04/14/2018,9,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1,26080
GIRL,DOG,ROTTWEILER,BLACK/TAN,Female,PUPPY,07/15/2015,K15-016430,DS76,A328616,10/17/2015,10/17/2015,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1,26080
SADIE,CAT,DOMESTIC SH,GRAY TABBY/WHITE,Spayed,KITTN,07/23/2017,K17-025992,LOBBY,A362829,10/23/2017,11/03/2017,11,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,UNKNOWN,HEALTHY,SANTA ROSA,WINDSOR,95492,"95492(38.541541, -122.809202)",1,31428
SOLOMON,DOG,LABRADOR RETR,BLACK,Male,MED,06/26/2008,K14-009503,DS69,A308364,06/26/2014,06/27/2014,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,94952,"94952(38.236012, -122.730241)",1,11138
BEAST,DOG,PIT BULL,BLUE/BROWN,Male,LARGE,11/03/2012,K16-019494,DQ108,A339077,06/29/2016,07/05/2016,6,QUARANTINE,FLD_STRAY,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,COUNTY,COUNTY,95436,"95436(38.491884, -122.90672)",1,23747
*MOOSTASHA,CAT,DOMESTIC LH,BLACK/WHITE,Spayed,KITTN,05/01/2016,K16-019102,LOBBY,A337821,06/01/2016,07/23/2016,52,STRAY,OVER THE COUNTER,ADOPTION,SPEC EVENT,TREATABLE/REHAB,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
PRINCESSA,DOG,BEAGLE,BLACK/WHITE,Spayed,MED,09/27/2012,K17-025504,DS52,A362025,09/27/2017,09/29/2017,2,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1,26079
*JENNY,CAT,DOMESTIC SH,GRAY TABBY/WHITE,Spayed,KITTN,05/02/2014,K14-011077,DEBBIES,A312393,10/02/2014,10/22/2014,20,TRANSFER,MUN_SHELT,ADOPTION,DEBBIE BTQ,HEALTHY,HEALTHY,OUT OF COUNTY,WINDSOR,95492,"95492(38.541541, -122.809202)",1,31428
BRISA,CAT,DOMESTIC SH,BLACK,Spayed,KITTN,07/03/2018,K18-029529,LOBBY,A375452,08/18/2018,09/15/2018,28,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
,CAT,DOMESTIC SH,BRN TABBY,Unknown,SMALL,,K14-011768,CS06,A313959,11/18/2014,11/18/2014,0,STRAY,COMM CAT,TRANSFER,FORGOTTEN,TREATABLE/MANAGEABLE,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
GIZMO,DOG,CHIHUAHUA SH,BLACK/WHITE,Neutered,TOY,12/19/2007,K14-012153,DA01,A315160,12/19/2014,01/20/2015,32,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
,CAT,DOMESTIC SH,GRAY/WHITE,Spayed,SMALL,,K14-010635,CS06,A311207,09/04/2014,09/09/2014,5,STRAY,COMM CAT,RETURN TO OWNER,MEDICAL,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,SANTA ROSA,95405,"95405(38.439152, -122.672541)",1,26078
*BAMBI,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,05/05/2016,K16-019582,CS04,A339263,07/05/2016,08/05/2016,31,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
SOPHIE,DOG,DACHSHUND LH,WHITE/BROWN,Female,SMALL,07/06/2014,K16-019599,DS76,A339280,07/05/2016,07/06/2016,1,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,45410,"45410(39.748337, -84.159099)",1,19818
NELLA,DOG,ANATOL SHEPHERD,TAN/BROWN,Female,LARGE,12/07/2017,K18-029372,DA30,A375202,08/07/2018,08/07/2018,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_CALL,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1,26080
JET/JELLY,DOG,BORDER COLLIE/MIX,BLACK/WHITE,Neutered,MED,12/22/2013,K15-017206,DQ113,A331286,12/22/2015,12/31/2015,9,QUARANTINE,OVER THE COUNTER_RETURN TO OWNER,RETURN TO OWNER,FLD_PRVS,HEALTHY,HEALTHY,COUNTY,WINDSOR,95492,"95492(38.541541, -122.809202)",1,31428
RUCA,DOG,PIT BULL,BROWN/WHITE,Spayed,MED,11/05/2005,K15-016701,DS70,A215183,11/05/2015,11/05/2015,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,*ROHNERT PARK,94928,"94928(38.346718, -122.695947)",1,1829
ZEUS,DOG,PIT BULL,TAN/WHITE,Male,MED,02/07/2016,K16-022023,DS86,A367977,12/27/2016,12/27/2016,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,COUNTY,COUNTY,95472,"95472(38.394388, -122.850998)",1,31039
*ARIEL,CAT,DOMESTIC LH,BRN TABBY,Spayed,KITTN,04/29/2015,K15-014804,LOBBY,A324085,07/07/2015,07/16/2015,9,STRAY,COMM CAT,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,*ROHNERT PARK,94928,"94928(38.346718, -122.695947)",1,1829
CHARLY,DOG,CHIHUAHUA SH,WHITE/TAN,Neutered,TOY,01/05/2009,K18-028952,DS82,A272226,07/06/2018,07/06/2018,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1,26075
MAX,DOG,BELG MALINOIS/MIX,BLACK/TAN,Male,LARGE,12/21/2017,K18-030996,DS71,A382041,12/26/2018,12/29/2018,3,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1,26079
*JAN,DOG,AUST CATTLE DOG/MIX,RED/WHITE,Spayed,MED,08/19/2017,K18-026954,DA10,A366744,01/09/2018,01/27/2018,18,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,WINDSOR,95492,"95492(38.541541, -122.809202)",1,31428
TANNER,DOG,LABRADOR RETR,GOLD,Spayed,X-LRG,05/03/2009,K16-018679,DS84,A336508,05/02/2016,05/03/2016,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,COUNTY,WINDSOR,95492,"95492(38.541541, -122.809202)",1,31428
BLIZZARD,DOG,PIT BULL,WHITE/BLACK,Male,MED,05/01/2010,K19-031666,DA25,A384873,03/11/2019,03/14/2019,3,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_CALL,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1,26075
PALOMA,DOG,CHIHUAHUA SH,TAN,Female,TOY,08/10/2015,K18-028095,DA26,A335398,05/02/2018,05/10/2018,8,OWNER SURRENDER,FIELD,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
SADIE,DOG,BORDER COLLIE,BLACK/WHITE,Spayed,MED,03/25/2005,K15-013296,DS64,A318983,03/25/2015,03/25/2015,0,STRAY,FIELD,RETURN TO OWNER,FLD_PRVS,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,94939,"94939(37.937811, -122.532324)",1,1836
RAIDER,DOG,PIT BULL/MIX,BLACK/WHITE,Neutered,MED,04/01/2014,K18-027881,TRUCK,A312712,04/18/2018,04/18/2018,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,UNKNOWN,HEALTHY,COUNTY,COUNTY,95436,"95436(38.491884, -122.90672)",1,23747
,CAT,DOMESTIC MH,GRAY/WHITE,Male,SMALL,07/11/2016,K17-022195,CS05,A347048,01/11/2017,01/24/2017,13,STRAY,OVER THE COUNTER,TRANSFER,FORGOTTEN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1,26076
PEPPER,DOG,CHIHUAHUA LH/MIX,BLACK,Spayed,SMALL,01/01/2004,K18-027937,DS87,A026229,04/23/2018,04/24/2018,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1,26080
ALIYA,DOG,GERM SHEPHERD,WHITE,Spayed,LARGE,11/24/2014,K16-019023,DS62,A327839,05/26/2016,06/02/2016,7,OWNER SURRENDER,FIELD,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,COUNTY,COUNTY,95439,"95439(38.49169, -122.776056)",1,23749
MAGIC,CAT,DOMESTIC SH,BLACK,Neutered,SMALL,09/01/2012,K14-011330,COOLER,A312861,10/17/2014,10/21/2014,4,STRAY,FIELD,DISPOSAL,DOA,UNTREATABLE,DEAD,SANTA ROSA,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1,26075
ABBY,DOG,PIT BULL/MIX,BR BRINDLE/WHITE,Spayed,MED,08/27/2015,K17-024934,DA12,A357344,08/19/2017,09/07/2017,19,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1,26075
*BAILEY,CAT,DOMESTIC LH,WHITE/GRAY,Neutered,KITTN,03/29/2017,K17-022983,WESTFARM,A350379,03/31/2017,06/13/2017,74,STRAY,FIELD,ADOPTION,WESTFARM,TREATABLE/REHAB,HEALTHY,COUNTY,COUNTY,95441,"95441(38.729916, -122.883041)",1,23750
BAILEY,DOG,LABRADOR RETR/SIBERIAN HUSKY,WHITE,Spayed,MED,10/10/2017,K19-031874,DA21,A374550,04/05/2019,04/26/2019,21,STRAY,OVER THE COUNTER,TRANSFER,HSSC,UNKNOWN,PENDING,SANTA ROSA,COUNTY,95407,"95407(38.403734, -122.736775)",1,26079
